shot_id,time,summary.ip,summary.line_average_n_e,summary.power_nbi,summary.power_radiated,summary.greenwald_density,summary.neutron_rates_total,equilibrium.q95,equilibrium.whmd,equilibrium.li,equilibrium.beta_normal,equilibrium.beta_pol,equilibrium.beta_tor,equilibrium.q_axis,equilibrium.elongation,equilibrium.triangularity_lower,equilibrium.triangularity_upper,equilibrium.major_radius,equilibrium.minor_radius,equilibrium.vloop_dynamic,equilibrium.vloop_static,magnetics.ip,gas_injection.inboard_total,gas_injection.outboard_total,gas_injection.pressure,gas_injection.total_injected,spectrometer_visible.density_gradient,spectrometer_visible.filter_spectrometer_dalpha_voltage,spectrometer_visible.filter_spectrometer_bes_voltage,derived.net_power,derived.rad_fraction
27411,0.0,1566.6783447265625,0.0,398.23724365234375,-4414.56982421875,,0.0,,,,,,,,,,,,,,,1566.6783447265625,0.0,6.161661191731867e+21,3.2157639915864064e+17,4.40412241235909e+19,1.1274710402392392e+18,,,4812.807067871094,0.0
27411,0.005,42586.06250000005,2.582275350721468e+18,1081.6490478515611,24472.04882812505,,0.0,,,,,,,,,,,,,,,42586.06249999995,0.0,6.261238594242798e+21,5.356648851832829e+17,7.589722058351695e+19,1.3230105933046088e+18,,,-23390.39978027349,0.9576340501810692
27411,0.01,74512.71093750003,6.238906602687041e+18,211.49766540527483,66873.00000000003,,0.0,,,,,,,,,,,,,,,74512.7109375,0.0,5.002063663627397e+21,6.67580579432104e+17,1.0446154751071905e+20,2.959565264924472e+21,,,-66661.50233459476,0.9968324351342652
27411,0.015,117375.6171875,7.588760535433216e+18,817.0067749023438,99026.6953125,,0.0,,,,,,,,,,,,,,,117375.6171875,0.0,3.2005264223372564e+21,6.916174841632522e+17,1.2494335566604665e+20,9.13975692634148e+18,,,-98209.68853759766,0.9918072090175974
27411,0.02,145124.42187500006,8.465721114142705e+18,664.1508178710966,133949.140625,,0.0,,,,,,,,,,,,,,,145124.421875,0.0,1.9314045882573704e+21,6.062239135920293e+17,1.3750764216241039e+20,3.968907122783027e+18,,,-133284.9898071289,0.99505883951294
27411,0.025,161285.953125,8.611553189625333e+18,369.88302612304585,117874.13281249996,2.399657519439728e+19,0.0,28.148826599121087,,0.527721107006073,,0.2695735991001129,0.1720416396856309,17.388986587524414,1.6786625385284424,0.23341980576515198,0.16682082414627075,,0.4551495611667633,1.9992682933807373,1.7630791664123535,161285.953125,0.0,1.1655343983132515e+21,4.4734987785732096e+17,1.4508975999834443e+20,4.857998063525954e+18,,,-117504.24978637691,0.9968634362853043
27411,0.03,182650.078125,8.093492447675417e+18,913.8853759765625,91779.6640625,2.8304408975465513e+19,0.0,23.980175018310547,,0.5178270936012268,,0.2771659791469574,0.24740317463874817,16.693307876586914,1.6797999143600464,0.23367172479629517,0.16716478765010834,,0.455779492855072,2.0092873573303223,1.7279332876205444,182650.078125,0.0,7.033588197413303e+20,3.153545033752248e+17,1.4966529407445054e+20,4.936855587225862e+18,,,-90865.77868652344,0.9901301060146607
27411,0.035,214292.21875,8.030924738496823e+18,163.33517456054688,70225.984375,3.3279811241337946e+19,0.0,23.980175018310547,,0.5178270936012268,,0.2771659791469574,0.24740317463874817,16.693307876586914,1.6797999143600464,0.23367172479629517,0.16716478765010834,,0.455779492855072,1.606357216835022,1.6032404899597168,214292.21875,0.0,4.244522318244149e+20,2.2684866206236672e+17,1.524264932272379e+20,5.423824889121341e+18,,,-70062.64920043945,0.9976653725169575
27411,0.04,237341.67187499997,7.504591271059522e+18,1014.3590698242186,82466.09375000001,3.83409644190606e+19,0.0,18.37463569641114,,0.5191263556480408,,0.24677877128124243,0.37753447890281655,11.853250503540046,1.7229071855545044,0.226236492395401,0.22623649239540092,,0.450896680355072,1.5684739351272583,1.5609391927719116,237341.67187499997,0.0,3.2114623585011447e+20,1.6461468902254195e+17,1.5412121887764067e+20,7.787373017339789e+18,,,-81451.7346801758,0.9878373095396933
27411,0.045,260881.40625000003,7.324210890964729e+18,241.70748901367182,100039.63281250004,4.333849985400019e+19,0.0,16.460733413696282,,0.5238050222396856,,0.24369764328002927,0.44790804386138955,10.249343872070293,1.726868629455566,0.21283334493637093,0.21283334493637093,,0.4429226517677309,1.4886082410812387,1.5895359516143805,260881.40624999985,0.0,1.465637529720087e+21,1.3828089591103488e+17,1.5799076093559826e+20,8.983078718406656e+18,,,-99797.92532348637,0.9975797584272172
27411,0.05,276648.15625,7.341098839811557e+18,821.678833007808,131242.9375000001,3.809299376067156e+19,0.0,13.271613121032715,,0.7381249666213987,,0.22930678725242612,0.5797628760337828,3.2908883094787638,1.530439376831055,0.2395346313714981,0.2395346313714981,,0.49874085187911976,1.814786434173584,1.8085944652557384,276648.15625,0.0,3.670844368297975e+21,1.5121219203576627e+17,1.7060905544311846e+20,2.603725118336349e+19,,,-130421.25866699227,0.9937706811519101
27411,0.055,283791.5,8.720066740949616e+18,328.75711059570756,135237.09375,4.399037830787603e+19,0.0,13.409316062927246,,0.6448169350624084,,0.21734486520290372,0.5208371877670288,4.7145938873291025,1.6020801067352295,0.2415798306465149,0.2415798306465149,,0.4599358141422272,1.8319225311279295,2.1851532459259038,283791.5,0.0,5.316006778901627e+21,1.9529278142441062e+17,1.934305187892371e+20,2.450562708782501e+19,,,-134908.3366394043,0.9975675682624302
27411,0.06,300067.9375,9.729711435096785e+18,650.1907958984375,134432.546875,4.730548503045787e+19,0.0,13.559144020080566,,0.6070236563682556,,0.20321106910705566,0.5119144320487976,5.587225437164307,1.6738454103469849,0.23331978917121887,0.23331978917121887,,0.4548242688179016,1.628069281578064,2.5465502738952637,300067.9375,0.0,6.397710047851097e+21,2.5282831794044928e+17,2.2277819057662486e+20,3.0349676524989317e+19,,,-133782.35607910156,0.9951793546201326
27411,0.065,332709.4375,9.505922335937397e+18,963.5599365234375,127206.71875,4.63426339019214e+19,0.0,13.494036674499512,,0.6166806817054749,,0.18651911616325378,0.5438894629478455,4.952780723571777,1.700129508972168,0.21488085389137268,0.21488085389137268,,0.4827512800693512,1.5332847833633423,2.798084259033203,332709.4375,0.0,7.607858229972988e+21,2.9941993418889626e+17,2.577003335402788e+20,3.146817671857701e+19,,,-126243.15881347656,0.9924744455512337
