shot_id,time,summary.ip,summary.line_average_n_e,summary.power_nbi,summary.power_radiated,summary.greenwald_density,summary.neutron_rates_total,equilibrium.q95,equilibrium.li,equilibrium.q_axis,equilibrium.beta_pol,equilibrium.beta_tor,equilibrium.elongation,equilibrium.minor_radius,equilibrium.triangularity_lower,equilibrium.triangularity_upper,equilibrium.vloop_dynamic,equilibrium.vloop_static,magnetics.ip,gas_injection.inboard_total,gas_injection.outboard_total,gas_injection.pressure,gas_injection.total_injected,spectrometer_visible.density_gradient,derived.f_greenwald,derived.rad_fraction,derived.net_power_mw
22316,0.0,-9082.6474609375,0.0,214.61737060546875,-5265.5107421875,,0.0,,,,,,,,,,,,-9082.6474609375,0.0,1.1825593559846002e+22,1.7595459840287703e+18,8.175628934951679e+19,0.0,,0.0,0.0054801281127929685
22316,0.005,150377.06249999997,5.021795059494827e+18,294.09515380859375,-32586.28710937503,,0.0,,,,,,,,,,,,150377.0625,0.0,1.4179649854870508e+22,2.3888385449247365e+18,1.4860089645001893e+20,0.0,,0.0,0.03288038226318362
22316,0.01,130012.98437499999,9.542383241026079e+18,203.67791748046943,-31613.033203124978,2.637782271104385e+19,0.0,22.279010772705078,0.48306688666343695,18.853406906127923,0.023395299911499016,0.01460321713238954,1.5464445352554321,0.41456177830696106,0.1574212610721588,0.1574212610721589,3.3376367092132564,3.0132181644439697,130012.98437500003,0.0,1.3063469841923659e+22,2.8068159660784353e+18,2.1781145905944907e+20,0.0,0.36175780486351056,0.0,0.03181671112060545
22316,0.015,122504.0,9.83794406120017e+18,61.50236892700195,-23767.720703125,2.420229821800068e+19,0.0,21.624103546142578,0.5539716482162476,12.673443794250488,0.01658465340733528,0.00952516496181488,1.447723150253296,0.41403281688690186,0.15603230893611908,0.22924509644508362,2.9743077754974365,2.970276355743408,122504.0,0.0,1.004612451967993e+22,2.752406083422126e+18,2.7612580866106065e+20,4.20899868084745e+19,0.40648801087340997,0.0,0.023829223072052003
22316,0.02,129909.19531250003,9.148539825224157e+18,24.676856994633674,-26785.728515625,2.161329797928583e+19,0.0,22.448913574218746,0.5734652876853944,11.085356712341303,0.03393626585602763,0.021167028695344956,1.4170690774917603,0.45008316636085516,0.15572117269039162,0.2230698317289352,2.8484070301055904,2.9229094982147217,129909.19531249997,0.0,6.346693834222207e+21,2.310862554672399e+18,3.1695261054084835e+20,2.8284479227700445e+19,0.42328291748867347,0.0,0.026810405372619632
22316,0.025,148317.59375000003,8.714592822310731e+18,21.386608123778828,-19415.900390625007,2.21691208983359e+19,0.0,20.982276916503906,0.622594654560089,8.202450752258303,0.0468243174254894,0.036531172692775706,1.4164433479309082,0.4729596972465515,0.19667927920818326,0.19667927920818334,2.6119244098663326,2.905601978302002,148317.59375000003,1.2546549174784492e+19,3.8613716838086743e+21,1.9125042692489216e+18,3.418810548251347e+20,2.3624229979697447e+19,0.39309600332257116,0.0,0.019437286998748787
22316,0.03,164925.125,7.575024886423224e+18,-24.650230407714844,-23452.37890625,2.2656976406603366e+19,0.0,21.17255973815918,0.5704519152641296,9.040863037109375,0.026291975751519203,0.023587357252836227,1.4719359874725342,0.49279823899269104,0.1673128753900528,0.22882384061813354,2.354982614517212,2.867762804031372,164925.125,4.6554972467086806e+20,3.367617568337073e+21,1.5091698690760376e+18,3.601150390008231e+20,4.235258976760601e+19,0.33433520653777465,0.0,0.023427728675842287
22316,0.035,187806.65625,7.151815164310847e+18,-53.75806427001953,-18534.2421875,2.3460297194042556e+19,0.0,21.17255973815918,0.5704519152641296,9.040863037109375,0.026291975751519203,0.023587357252836227,1.4719359874725342,0.49279823899269104,0.1673128753900528,0.22882384061813354,2.1703076362609863,2.8258678913116455,187806.65625,1.3733776321787252e+21,4.341281452550762e+21,1.1698347422211113e+18,3.833763069980521e+20,1.0384436964381583e+20,0.3048475944340108,0.0,0.01848048412322998
22316,0.04,214223.31249999994,7.0185307155244e+18,7.744301795962542,-18109.37109374998,2.45000415687559e+19,0.0,22.852071762084957,0.4989144504070283,12.356424331665036,0.0017842787783593286,0.002000282751396326,1.6579049825668333,0.5247371196746826,0.21878533065319056,0.2187853306531906,2.099266529083252,2.7878241539001465,214223.31249999994,2.502037541905479e+21,5.970391626707572e+21,9.45602058839393e+17,4.187419489718855e+20,1.4056527844613921e+20,0.28647015540067094,0.0,0.018117115395545946
22316,0.045,252248.9062500001,6.629896236059068e+18,111.39933776855675,-16168.717773437473,2.4500041568755945e+19,0.0,21.680730819702145,0.498240739107132,10.72184562683105,0.015958419069647765,0.023962894454598392,1.7413985729217532,0.5461117625236512,0.19371443986892709,0.2492204755544662,2.0992665290832515,2.7878241539001456,252248.90624999994,3.527822710506629e+21,7.60865593005697e+21,7.998749867172177e+17,4.678791412093807e+20,1.4447457004846422e+20,0.2706075504995855,0.0,0.01628011711120603
22316,0.05,282297.6250000001,6.498950448504899e+18,154.69694519042883,-11219.668945312536,2.824739709854207e+19,0.0,20.955095291137695,0.5176889896392823,8.880342483520504,0.0066523985005915425,0.012047520838677942,1.792431712150574,0.568927526473999,0.22693894803524023,0.22693894803524023,1.944478988647461,2.4826509952545157,282297.6250000002,4.4516078214723173e+21,8.756419124240633e+21,7.191669849477612e+17,5.2902560406572525e+20,4.161904486767479e+20,0.23007254175785025,0.0,0.011374365890502966
22316,0.055,315521.28125000006,6.499543085272271e+18,119.04509735107592,-14575.735351562498,2.981103897268139e+19,0.0,20.914594650268555,0.5486123561859131,7.522452354431151,0.01602067053318024,0.03309056162834169,1.879258394241333,0.5818548798561096,0.24349251389503482,0.24349251389503482,1.9607394933700562,2.155936956405639,315521.28125,5.091660526414119e+21,9.453889909681641e+21,6.954821300959314e+17,5.986841165084041e+20,1.0716389200509482e+20,0.2180247086063791,0.0,0.014694780448913574
22316,0.06,340449.90625,7.037893665045348e+18,210.82908630371094,-17254.64453125,3.067033809611391e+19,0.0,20.263301849365234,0.5870963931083679,6.175267219543457,0.017722902819514275,0.04110649600625038,1.9327828884124756,0.5955580472946167,0.26179781556129456,0.26179781556129456,1.964849591255188,1.7569468021392822,340449.90625,5.478990360566305e+21,9.872368890656535e+21,6.81598802930434e+17,6.735991037724102e+20,1.1500407841420739e+20,0.22946906039934023,0.0,0.017465473617553712
22316,0.065,350133.5,7.507678699710317e+18,296.2474365234375,-16423.7578125,3.353757195126073e+19,0.0,19.214569091796875,0.5964915752410889,5.828835487365723,0.024043656885623932,0.05915537849068642,1.9461919069290161,0.5780521631240845,0.2394418567419052,0.2394418567419052,1.9663939476013184,1.4144896268844604,350133.5,5.713180355939338e+21,1.0124945394458262e+22,6.991590344181678e+17,7.516775882996675e+20,5.104301972238474e+19,0.22385874298297528,0.0,0.016720005249023437
22316,0.07,357029.28125,8.366226856701067e+18,76.48222351074219,-25113.515625,3.353757195126073e+19,0.0,19.214569091796875,0.5964915752410889,5.828835487365723,0.024043656885623932,0.05915537849068642,1.9461919069290161,0.5780521631240845,0.2394418567419052,0.2394418567419052,1.9663939476013184,1.4144896268844604,357029.28125,5.850631342466592e+21,1.0269518823796203e+22,7.736850320604529e+17,8.284410921044767e+20,3.5061785338428e+19,0.24945833493430844,0.0,0.025189997848510743
22316,0.075,368261.93749999994,9.53429743251541e+18,349.8062438964807,-14248.67871093753,3.9897908068363485e+19,0.0,15.467073440551768,0.6178932785987853,4.67734003067017,0.057603038847446345,0.17440044879913297,1.8268969058990483,0.5437234044075013,0.24717283248901364,0.24717283248901364,2.1719644069671626,1.2978097200393681,368261.9374999999,5.941596736590081e+21,1.0368423501112793e+22,8.429343359620874e+17,9.127994944683803e+20,1.9572153598366188e+19,0.23896735177640815,0.0,0.01459848495483401
22316,0.08,383861.125,1.0263846487288975e+19,369.01422119140244,-16070.778320312504,4.412323449688346e+19,0.0,14.02561092376709,0.6284152865409851,4.291542053222656,0.0648188441991806,0.22192679345607758,1.8088501691818237,0.5298262238502502,0.28463855385780334,0.2274264097213745,2.2945580482482915,1.4952496290206916,383861.125,5.994904719479359e+21,1.04243030393893e+22,9.512709346337747e+17,9.94641721646724e+20,3.0349632544524206e+19,0.2326177263367657,0.0,0.016439792541503906
