shot_id,time,summary.ip,summary.line_average_n_e,summary.power_nbi,summary.power_radiated,summary.greenwald_density,summary.neutron_rates_total,equilibrium.q95,equilibrium.li,equilibrium.q_axis,equilibrium.beta_pol,equilibrium.beta_tor,equilibrium.elongation,equilibrium.minor_radius,equilibrium.triangularity_lower,equilibrium.triangularity_upper,equilibrium.vloop_dynamic,equilibrium.vloop_static,magnetics.ip,gas_injection.inboard_total,gas_injection.outboard_total,gas_injection.pressure,gas_injection.total_injected,spectrometer_visible.density_gradient,derived.f_greenwald,derived.rad_fraction,derived.net_power_mw
17978,0.0,-11497.6298828125,0.0,-74.36752319335938,37143.5,,0.0,,,,,,,,,,,,-11497.6298828125,1.0390897166940813e+21,1.0558306520401801e+22,4.6160427233012875e+19,9.57979588337976e+19,0.0,,0.9999730781138526,-0.03721786752319336
17978,0.005,146702.0312499999,1.2831782282238904e+19,-38.92005920410123,165839.5625000001,,2422205440.0,,,,,,,,,,,,146702.03124999997,1.2823158328757115e+21,1.210663281329271e+22,1.0257037211777264e+19,1.597973904814294e+20,0.0,,0.9999939701121069,-0.16587848255920418
17978,0.01,116236.27343749997,1.7033898020296458e+19,-23.69585990905782,101966.96874999994,5.516565616291689e+19,0.0,12.291463851928711,0.5916708111763,9.744980812072754,0.1878293752670288,0.11834686249494553,1.3951431512832642,0.25200626254081726,0.09802918881177902,0.09802918881177902,2.4558284282684326,3.01747465133667,116236.2734375,1.5443467996701728e+21,1.0902030251161972e+22,2.3969627923619093e+20,2.251568476438764e+20,0.0,0.3087772212840437,0.9999901929987205,-0.101990664609909
17978,0.015,117564.8203125,1.6410105491440534e+19,-44.262451171875,67845.2734375,5.516565616291689e+19,0.0,12.291463851928711,0.5916708111763,9.744980812072754,0.1878293752670288,0.11834686249494553,1.3951431512832642,0.25200626254081726,0.09802918881177902,0.09802918881177902,2.4558284282684326,3.01747465133667,117564.8203125,1.8236772185332704e+21,8.379904684593577e+21,0.0,2.8209851415281428e+20,3.659695425945443e+20,0.297469596717525,0.9999852607969556,-0.06788953588867187
17978,0.02,119895.76562499999,1.654027887207619e+19,8.91258430480886,61981.84765625003,3.945150634748648e+19,0.0,14.865653038024908,0.6671881079673768,7.293080806732176,0.23555174469947818,0.15085847675800323,1.361090898513794,0.31027114391326915,0.16946478188037878,0.16946478188037878,2.953100204467773,3.0639638900756836,119895.76562500001,2.1189206844672157e+21,5.436064863667984e+21,2.0887397763800813e+20,3.2648539394585225e+20,1.1987654220246417e+20,0.4192559525203021,0.9998400983571633,-0.06197293507194522
17978,0.025,127096.59375,1.5912596271081193e+19,61.710475921630675,71293.79687499999,3.159978606139854e+19,0.0,17.145198822021488,0.7144973874092101,6.4889612197876,0.24476839601993566,0.1562316715717316,1.3612576723098755,0.3552601933479309,0.1895312517881393,0.1895312517881394,2.777784585952758,3.059075355529785,127096.59374999999,2.428803382464907e+21,3.2804743229223375e+21,7.726222468698237e+19,3.5918923261804963e+20,2.6977806415111913e+19,0.5035665823864421,0.9991211666847254,-0.07123208639907835
17978,0.03,135251.03125,1.6165788510190567e+19,2.1865479946136475,72462.3046875,3.0000517811496026e+19,0.0,18.452974319458008,0.6499305367469788,8.442471504211426,0.2846308648586273,0.18527400493621826,1.3964295387268066,0.3727428913116455,0.1445998102426529,0.225922629237175,2.2504069805145264,3.023024559020996,135251.03125,2.7521531099858306e+21,2.844272551513834e+21,5.3607942855474545e+19,3.865020514300519e+20,1.852213758602615e+19,0.538850316243406,0.9999560266833181,-0.07246011813950538
17978,0.035,145468.46875,1.5386041252050895e+19,11.75894832611084,79005.3515625,3.0000517811496026e+19,0.0,18.452974319458008,0.6499305367469788,8.442471504211426,0.2846308648586273,0.18527400493621826,1.3964295387268066,0.3727428913116455,0.1445998102426529,0.225922629237175,2.2504069805145264,3.023024559020996,145468.46875,3.0677180840758676e+21,3.97353608432815e+21,3.3125146898900556e+20,4.1771752079414736e+20,1.2613644672846266e+19,0.5128591895888894,0.9998385313411872,-0.0789935926141739
17978,0.04,153703.765625,1.6117757444242799e+19,-43.206573486327045,79586.92968749999,2.6681787098589037e+19,0.0,19.465646743774414,0.6763843894004822,7.014271736145021,0.26221540570259094,0.20807477831840512,1.4212052822113037,0.4270119965076446,0.182167500257492,0.25315496325492853,2.0337126255035405,2.9338743686676025,153703.765625,3.358010827381937e+21,4.493203630580665e+21,7.847844287697166e+19,4.554764037574632e+20,1.0654442495498256e+19,0.6040733847657125,0.9999874352806521,-0.07963013626098632
17978,0.045,166537.35937500003,1.5688593866666013e+19,-22.13072204589864,88087.30468749997,2.5136568641284735e+19,0.0,19.282455444335938,0.7357748746871947,5.458226680755616,0.23976533114910123,0.2077092975378037,1.4119337797164917,0.45247870683670044,0.16096901893615725,0.22796112298965457,2.1282382011413574,2.923686265945435,166537.35937499997,3.6250562708864966e+21,4.658182588355236e+21,2.10917609114245e+20,4.953298123912271e+20,1.1720510278092194e+19,0.6241342679087389,0.9999886477551867,-0.08810943540954587
17978,0.05,176186.84375000003,1.5791721460281635e+19,39.98732376098468,92404.6484375,2.6088292712148107e+19,0.0,18.994520187377926,0.7028342485427858,5.668282985687252,0.23402126133441914,0.22516140341758725,1.4394190311431885,0.45973613858222967,0.17392604053020486,0.2398606091737748,2.146644830703736,3.0217568874359135,176186.84375000003,3.870715808610538e+21,6.013735395421302e+21,0.0,5.402246489641121e+20,9.53857453274746e+18,0.6053183178571192,0.9995566332209902,-0.09236466111373902
17978,0.055,193903.60937500003,1.5023225504628998e+19,80.53890991210834,94021.31250000003,2.625211554664022e+19,43673948160.0,18.065589904785156,0.7578782439231873,4.51222562789917,0.19548371434211728,0.21777456998825076,1.4519180059432983,0.47891658544540405,0.20824682712554934,0.2715407311916351,2.294278860092163,3.1946597099304204,193903.6093750001,4.096702215787339e+21,8.553040505718255e+21,3.7702790278113395e+19,5.959777346073311e+20,7.952226094227128e+18,0.5722672322517524,0.9991335128671401,-0.09394077359008791
